rating,review,sentiment_label,sentiment_score
9,Doctor Who is easily one of my favorite shows of all time. With that... comes high personal standards. Of late - Doctor Who has not been meeting those standards.,POSITIVE,0.9970839619636536
6,"I love the doctor but, seasons 11 are not going well. I hope you can catch the old time. It's not a doctor, it's different series.",POSITIVE,0.97245854139328
1,"I tolerated Season 11 with the stunt casting of a female Doctor, and some new companions. But Season 12 is more of the same, terrible stories. 55 minutes of drama/tension, resolved in 1 minute by everyone escaping. That's it. And then the Doctor gives a sermon about how we're killing our planet or we have be nicer to each other.
This isn't Doctor Who. More like Doctor What-The-F.. I'm done. BBC wants this show to die, by hiring a hack to run the show. Let's give them what they want.",NEGATIVE,0.9925804138183594
,"There are some strong historical dispite a shoehorn alien presence. Series or season 11 is so lacking, I found myself falling asleep and having to rewatch it just to make sure my heavy hours at work we're not the cause. There are a couple cool stories but for the most part, its a lost season, series. Chibnall needs to do better.",NEGATIVE,0.8192957639694214
10,"Doctor Who is awesome. It is dramatic, scary, funny, and emotional- most of the time all in one episode. I love the monsters, the acting, and the scripts. Peter Capaldi is the best Doctor ever, and one of the best actors in modern times, and Jenna Coleman is great as Clara Oswald. Missy is hilarious and commands the screen every time she is on. My favorite episodes are Heaven Sent, Human Nature, and Silence in the Library.I would recommend this show to everyone, It has some of the best entertainment around and is appropriate for the whole family. 10/10- even better than Breaking Bad",POSITIVE,0.8925638794898987
10,This show is amazing. I should first say that I've only been watching doctor who since about mid-summer and as a thirteen year old American the Doctor didn't make a house call until I was older. I love almost every thing about this show. The Doctor is just perfect saying witty things and saving the universe using only brain power a screwdriver and a police box. The companions aren't bad either. From Rose to river song they all love the doctor and will do anything to help him. You should also know that my first doctor was the ninth and I've been hooked ever since. If your new to the series I think you should watch it in order of which it appeared I never watched any of the old series but I still no the basics of the doctors past since I watched the new series in order.I have only one compliant terrible cgi it's usually not a problem because they make mask and do make up to simulate aliens but when they do cgi it just looks rushed and not much care was put in it. I end this review saying.... Allonsy Bowties are cool And a lot of planets have a north Also BRING BACK THE MASTER,NEGATIVE,0.9991738200187683
10,"ill start by stating that i love doctor who its my favourite show ever ever!!!! well I'm really really saddened by the new series its causing my depression i wasn't quite sure what the problem was at first i thought ecclestons doctor was fantastic and there were some good episodes in the first season(the empty child/the doctor dances,dalek) and it was new and shiny i just ignored the rubbish slitheen it was the second season were it hit me like a wet fish(actually the Christmas special which was terrible the whole of the second season was awe full David tennant and Billie piper were awe full together they were a rubbish team no chemistry and the doctor got exactly no memorable lines and seemed to be laughing the whole time and it was home to my least favourite episode ever ever love and monsters i mean who let that one get past the first draft (i know they needed a stopgap ep) but really its just not very good) it was the writing i mean i know its intended for families which include children but by the power of rasilon does it have to be so bloody childish,flippant and randomly paced with unbelievably poor plots(i mean all the episodes end with the doctor running around yelling pseudo-sci-fi gobbledygook at the the top his lungs and hitting a big red button with a mallet to destroy the aliens) RTD comes across as smug in interviews, the man is a remarkably poor sci fi writer i think he needs the limits of reality to write a good story i mean i think its been established the man can write just not sci fi there are just so many tonal problems and plot holes he doesn't know what constitute good science fiction and his attempts at allegories are BEEP i mean how many more homosexual subtexts do we need i get it its OK to be gay i just don't like being told so every episode with exactly zero subtlety and I'm not homophobic, gay characters in television are not new and there have been better written ones(and worse ones admittedly),RTD is misguided in thinking that he is somehow educating his audience there have been flashes of brilliance like blink which is an amazing piece of television watch it to see what doctor who can achieve given a proper writer it is pretty scary and has an excellent plot and main character with more character than the first two assistants combined the finales get more rubbish as years go by with this years being the worst RTD has no idea how to write a climax that doesn't leave the viewer feeling deflated after building it up too much past the point were it cannot be solved with any logic even normal sci fi logic cannot do it so RTD came up with the switch witch can apparently destroy all daleks despite them having fought in the time war against the time lords they still die pretty easily at the flick of a switchseason three was probably the best so far with an episode(family of blood) that really touched me and made me cry(i know terrible isn't it) and the aforementioned blink, utopia was awesome as well but last of the time lords is the second worst episode of the new series(the doctor as Jesus anyone)the adipose(from partners in crime) has easily been the most dreadful monster?(actually as i typed that i remembered the absoraloff from the worst episode ever) oh and the wire and the drawings in fear her and the sltheen)the show cant pass as sci-fi(i know RTD doesn't like sci fi) it is fantasy at best the pacing and characterization are amazingly poori do like doctor who but i cannot forgive such poor quality just because they ca llit doctor who, I've tried",NEGATIVE,0.9657469987869263
9,"5 December 2011. It's rare to continue discovering strange new worlds and new life in a television series, yet Dr. Who retooled and redesigned with a new team of scriptwriters has managed to break into new thresholds of emotive and imaginative speculation in a nice balance of humor and drama. Building on the revived seasons before it, by the time Season is wrapped up the energy, the substantive quality and richness of the scripts are amazingly progressively involving and captivating, a rarity among television series. Among the movie classics of A Wrinkle in Time (2002), The Truman Show (1998), Being John Malkovich (2000), Eternal Sunshine of the Spotless Mind (2004), Slaughter-House Five (1972), Silent Hill (2006), Super 8 (2011),even Wall*e (2008), and Spirited Away (2001), and television classics of X-Files, Fringe, Heros, Charmed, and Buffy: The Vampire Slayer. Even so, the last two television series even though based on magic - resonated even more directly with life in the contemporary world and The Lost Room (2006 TV) and Defying Gravity (2009 TV) were focused compelling sci fi drama, whereas Dr. Who seems to spiral its audience into fantasy of far away places even as it sometimes deals with our world at home, albeit United Kingdom, mostly.",POSITIVE,0.9997158646583557
8,"I never saw any of the old series (which was number 9 on The 100 Greatest Kids' TV Shows, and number 3 on The 100 Greatest TV Programmes), I might have wanted to see the ones with Tom Baker or Jon Pertwee. Doctor Who in today's time is very good, some weird or slightly corny episodes, but still a bloody good series. The two Doctors so far, National Television Award and BAFTA winning Christopher Eccleston, and National Television Award and BAFTA (UK and Wales) winning David Tennant have been very good. His two companions, fit twice National Television Award winning, and Wales BAFTA nominated Billie Piper as Rose Tyler, and also fit Freema Agyeman as Martha Jones are also good. They have had some good cast members and guests, including John Barrowman as Captain Jack Harkness (who got his own show, Torchwood), Noel Clarke as Mickey Smith, Camille Coduri as Jackie Tyler, Simon Day, Zoë Wanamaker, Sara Stewart, Simon Callow, Coronation Street's Bruno Langley, Simon Pegg, Tamsin Greig, Richard Wilson, Davina McCall, Anne Robinson, Trinny Woodall and Susannah Constantine, Anthony Head, Roger Lloyd-Pack, Shirley Henderson, Peter Kay, EastEnders' Raji James, Tracy-Ann Oberman, Barbara Windsor, Dean Lennox Kelly, Ardal O'Hanlon and Life of Mars's John Simm. A weird and wonderful journey through the past, present and future with aliens, flying saucers, Empty (gas mask wearing) Child Zombies saying ""Mommy"", K9 and Sarah Jane (who also got their own show, The Sarah Jane Adventures), Cyberman, the Daleks (of course) and a very good Doctor (he was number 6 on The 100 Greatest TV Characters). It won the BAFTA for the TV Audience Award and Best Drama Series, and it was nominated the BAFTA for Best Editing Fiction/Entertainment, Best Visual Effects, Best Director for Joe Ahearne, Best Writer for Russell T. Davies, Break-Through Talent for Edward Thomas and New Media Developer, it won the Wales BAFTAs for Best Editor and Best Drama Series/Serial, and it won the National Television Awards for Most Popular Drama twice. The Daleks were number 39 on The 100 Greatest Scary Moments. Very good!",POSITIVE,0.9990904331207275
8,"THIS REVIEW IS NOT DONE -IM JUST SAVING IT WHEN ITS DONE THIS TEXT HERE WILL BE GONE. As of this review, the last episode that aired was the one where Peter Capaldi died and regenerated into the new Doctor. I have a lot of things to say about different aspects of this show, and how I feel like its getting worse over time. I'm probably not going to use a lot of specific examples because I wan to keep this review spoiler-free. I am going to make a lot of generalizations. There may be certain episodes that are except from these ""guidelines."" If you want to know what I think about a certain aspect of the show, scroll down to see the ALL CAPS heading. CHRISTMAS SPECIALSChristmas specials (and specials in general) tend to be the ones that more people watch. They're usually the ones that fans will show non-fans in order to get them to watch. In the past, the Christmas specials would be the best written episodes. CHARACTER DEVELOPMENTFor the first season Rose was in the TARDIS, she was a bit dumb, which makes sense seeing as there is no way she would fully understand what to do in the crazy situations that The Doctor brought her into. As time went on, and she became more experienced and better at improvising. Martha caught on much quicker than Rose. The reason being their backgrounds. Rose was working in retail and didn't seem to have much of an education, while Martha had been training to be a doctor. This made her easier at improvising and figuring out more complex situations. She still got better at this over the single season which she was traveling with The Doctor. Donna started out as oblivious to everything, but after being told that she was worthless by The Doctor, she tried to figure out her purpose in life and figure out what was going on. Yes, she's not the brightest person to ever travel in the TARDIS, but she tried, and she got better, and she changed somewhat over time. Amy and her family kinda mark where the writers lost their touch. Yes, they all react consistently in different situations in the ways that would make sense according to their characters. Yes, they are all well-acted, and are entertaining, but there isn't as much change in their characters as other companions, even though they are in the TARDIS for such a long time. I'm not saying that it is necessarily bad, but they don't really grow over their time in the TARDIS. I really hate the character of Clara. I know that there are multiple versions of her - I don't care, for this I'm just referring to the main version of Clara who travels with two versions of The Doctor over the course of THREE seasons. It might be because she is a schoolteacher, but she is really dumb. Some of the earlier episodes are clever, but if you pay attention to who is doing what and why, Clara is one of the dumbest characters onscreen. Sure, sometimes she'll randomly make an intelligent observation, or she'll be written as suddenly being smarter because the script calls for it, but she is really, really dumb. In fact, she gets dumber over time. At the beginning she is somewhat intelligent, but over years and years of traveling with The Doctor she somehow gets worse at improvising and assessing situations. She ends up dying because she is too dumb to listen to The Doctor, who is usually right. I actually liked Bill. She was well-written and funny. She was a college student who was unsure of her future, and all of her actions reflect the character that she was set up to be. Her understanding of the world develops during her short time traveling in the TARDIS. I can't believe that such a good character got one season while Clara got three. In the earlier seasons, background characters had actual characters. Ever since Amy and Rory left the TARDIS, there have been very few episodes where the side characters actually feel like characters, which is almost as bad as poorly written leads. Shows like this that involve traveling - especially traveling all of space and time - need the background characters at every new planet or time period or space ship to have actual character. I could give a description of pretty much any group of people that The Doctor encounters in one of the recent seasons, and it would be difficult to tell them apart. In earlier seasons, each cast would have personalities that made sense within their time and situation. Most were distinct and memorable. The poorly written villains and side characters make the more recent stories feel very fake and one-dimensional. The only episodes that I can think of where the settings and characters were really fleshed out are before Clara, like The Curse Of The Black Spot, The Rebel Flesh, Voyage Of The Dammed, or Tooth and Claw. I don't know how many times I can say this, but this is not a show that works well with unbelievable settings.",POSITIVE,0.9940405488014221
7,"SPOILERS IN THIS JUST REVEAL WHO PLAYS THE DOCTORS! Doctor Who is great enjoyable family fun! Well it used to be.Lately the story lines have been pretty dull, disappointing and not as good as they where in the 1st and 2nd series. The 3rd series and 4th series had a range of good and okayish episodes. (Seriously whats with those random episodes that don't really have the Doctor in them, because those episodes are really crap). Then the TV specials were okay, though the last one with David Tennant was pretty good.Series 5 comes along with a New Doctor played by Matt Smith. I think he does a pretty good job at replacing David Tennant but the material he and other actors are provided with is pretty awful these days in Doctor Who.I actually love the acting in this program and think all the actors do a good job especially the three Doctors we've had so far. But the standard has gone down in the story lines in each series. I don't know maybe there running out of ideas but i'm really not enjoying Doctor Who as much as I used to.I'll still watch it, but I'm not as excited as I used to be when I saw Doctor Who in the TV times, I now tape it and when I get time I watch them. I'm glad there are spin-offs to Doctor Who, just finished watching TORCHWOOD and 'WOW' that is amazing especially series 2 and Children of Earth. The story lines are great in every episode and the characters development in the show is also great. Anyway.If you agree with what I said about Doctor Who (not TORCHWOOD) press Yes otherwise if you disagree press No. I'm open to anyone's opinion, though me personally I think the story lines keep on going down each series.",POSITIVE,0.9988735318183899
10,"This is a brilliant example of Sci-Fi and is my favorite television film. Firstly, Doctor Who is about an old Time Lord who travels Time and Space in his TARDIS (a time travelling machine) The stories are now written by Steven Moffat who is a very creative writer. Matt Smith plays The Doctor and is my favourite Doctor ever! Karen Gillan plays Amy Pond (the Doctor's companion) who is also brilliant at her role. And their is also Arthur Darvill who plays Rory Williams, who again is very good at his role. There are lots of scary aliens and monsters, my personal favorites are the Cyberman, Weeping Angels and The Silence. These aliens are what the Doctor battles as he tries to defend Earth and the Human race. The music in the episodes are outstanding as they are performed by Murray Gold and my favourite piece is called ""The Life and Death of Amy Pond"" I give this a massive ten out of ten!",POSITIVE,0.9715822339057922
6,"Not that they were all bad. I remember John Pertwee and Tom Baker with great fondness. But the successive doctors after that time just got increasingly awful, and the episodes became little more than slapstick travesties of earlier shows.So now we have Chris Ecclestone who, I have to admit injects just the right amount of humour, irreverence and sarcasm into the show to have me laughing out loud at least once in each episode. And Billie Piper.... I wasn't convinced about her at first, but she is growing on me. Plus I'm convinced her acting is improving show by show.And the episodes themselves? Well, they are actually rather good. Forget the old idiotic series with Colin Baker and Sylvester McCoy (shiver!) these episodes are genuinely entertaining. Plus they actually deal with real issues amid the scifi, such as teen pregnancy, revenge, compassion etc. Not the laughable plastic story lines of earlier series.The new doctor comes across as a likable, believable guy and not a pompous, self-important ass like his immediate predecessor did (McCoy, that is, not McGann's brief appearance as the doctor in the movie).It is a shame, though, that Ecclestone has decided to move on to other things when the show finishes its run. I would have liked to see another couple of series from Ecclestone, at least, before a new hand takes the helm. The new guy is supposedly David Tennant, whom I know almost nothing about. All I can say is, he's going to have to do a lot to fill Ecclestone's shoes as it stands now. But good luck to him.Just let's hope the series continues to have good writers and doesn't return to the dark days of McCoy....PS: It's also nice to see how many McCoy fanboys there are still out there! Keep on giving this negative votes!EDIT on June 2012: So Tennant turned out alright as the Doctor! Yay! ANd I'm quite likeing Matt Smith now he's taken over too. Some of the stories are a bit ropey, but some are really, really good. But they have to lose Amy Pond in the worst possible way. Too many people were calling it the 'Amy Pond show' as it was.EDIT on Sept 2014: So a new Doctor (Capaldi) but the writing continues to deteriorate. I managed three episodes of season 8 and I'm calling it a day. The show is clearly targeted more and more at small children with the silly antics, capering and posturing and not at adults. It's difficult for me to imagine any child being scared by Who anymore, which is a sad indictment of a show that had me, as a child, hiding behind the sofa at times back in the 70's.When the most memorable characters in Doctor Who are the companions, you know something is wrong.So long Doc. Hope to see you on the next reboot.",POSITIVE,0.9982423782348633
1,"3 episodes in to season 11 and i am so disappointed
I feared stunt and politically correct casting, over stuffed number of companions that chick off a large number of minority boxes but DAMMIt i love Doctor who so I will give it a chance despite the misgivings and..............................it is a complete crap fest.
Chinball has got to go.",POSITIVE,0.9997475743293762
,Doctor needs to regenerate. Change the actress! The female Master (Michelle Gomez) is more suitible for this role. The current Doctor is more like a talkaholic.,NEGATIVE,0.9836033582687378
10,"Before I start this review I have to admit that I have never really saw complete episodes of the original Doctor Who-show (although I did saw some clips and segments), mainly because it was basically before my time. I did read in a lot of comments that this was a kid-friendly show, but I must say I can't really agree with that when it comes to this new 2005-version of the show. Especially grittier episodes like ""The Empty Child"" is not something I would show a kid below the age of 12 or something (and not the only episode for that matter), and I'm not even talking about the sexual references in some scenes... But this is of course still a different show.Anyway, I really love this show. They really created this show in the essence of traditional science-fiction; its silly, its humorous, but most important its just great sci-fi fun. But still, the actors do a really fine job (especially the Doctor(s)) and the emotion and tension is in some scenes just right. My favorite episodes are the two last episodes of season one ""Bad Wolf"" and ""The Parting of the Ways"". Those episodes really got me on the edge of my seat. It is those kind of episodes that create a serious suspense-vibe even though some of the special-FX still look 'silly'. The Daleks are my favorite aliens together with the BORG from Star Trek.The only negative thing I can come up with is the fact that the episodes are usually a bit 'randomised', and I do hope that the creators do more following episodes like the two episodes I mentioned earlier for example. Other then that, its just a great show. Fans of 'serious'-scifi might laugh at first when they get to see this show, but its just a matter of time before you fall under the charm of this unique show. Trust me when I say that it gets better with almost every episode.",NEGATIVE,0.99506014585495
10,"I did not like the ninth doctor at all , I started watching from there and ended up turning it off after a few episodes, I read online to skip to doctor 10 and it was really great advice . The graphics started off bad but got better as seasons progressed , but the show has such great episodes that the graphics didn't matter that much . Very good chemistry with the doctor and his companions ! I like Emily pond the best ! Though the impossible girl is up there too ! I would recommend people to start at the 10th doctor!The 12th doctor I hated him the first episode, I was so sad to see the 10th and 11th go , but I kept watching and now He is growing on me. The last episode time heist was such an amazing episode ! Bravo BBC , keep up the good work guys I would love for this to TV show to continue for a very long time !",NEGATIVE,0.9881783127784729
10,"I'm a long-time Doctor Who fan. And seriously, I don't see what some of the people on here are moaning about. This new series has everything I loved about the old (quirky Doc, great villains, original monsters). The greatest differences between the two are that the new series is funnier, faster, punchier and has an updated look/feel to reflect the times.I recently dusted off some of my old Tom Baker episodes ('Destiny of the Daleks' and 'City of Death'), and it struck me how much Tennant must have studied up on Baker's mannerisms for his role as the Doctor. Very similar delivery, especially with the off-hand one-liners. It also struck me how low-budget the original series was. Sure, fabulous writing helped (bless Douglas Adams for his brief contribution to the series), but it doesn't make up for poor, cheesy acting and downright silly special effects. As many Whovians will admit, myself included, this is part of the show's charm. But in this day and age, you can't get away with filming on flimsy sets with bubble-wrap monsters and poorly coordinated action scenes. And quarries are completely out of the question.I love old Doctor Who episodes, despite all this. And I love the new ones as well. Russell T. Davies has breathed new life into a series that may have lain untouched indefinitely, and it's SO much better for the upgrade. The pros - fabulous effects (seriously - movie grade effects for each episode), great acting (Chris and David each bringing something new and amazing to the role) and fantastic writing... most of the time. That would be my biggest con - the new series really shines in its two-parters. Some of the one offs ('Fear Her' leaping to mind) are weak in comparison, and feel more like filler until the action and overarching plot line start up again. My other gripe is that I'd like to see less Earth action. I understand they wanted to keep most of the new series on Earth to acclimatize new viewers, but it starts to feel too 'Cardiff-y' after a while. It would be great to see more extraterrestrial action, which may be something fans of the original series feel is missing.I know another gripe of dedicated Who fans is the 'soapy' feel of the new series - Rose's emotions, the chemistry between her and the Doctor, etc. To that, I'd say that it would be hard to watch a contemporary television show without those elements. The character development of Rose (nearly unheard of with the original companions), the tension between her and the Doctor, the glimpses of how the Doctor touches the lives of others on a domestic level... all of this adds welcome layers of depth and reality which contrast nicely with the show's fantastical sci-fi elements - and makes for really interesting viewing, in my opinion.***SPOILERS***I really couldn't be happier with this new series. The wit, the banter, the action... all of it is top rate, especially in comparison to some of the other drivel on TV these days. I'm really curious to see how the series will continue on with the absence of Rose, Jackie, Mickey and Pete. Mainly, I'm excited to see how Freema will fit into her new role and if they'll try another 'Bad Wolf'-like story arc in the next season. Whatever happens, I'm sure it will be... fantastic. :-)",POSITIVE,0.9945248365402222
10,"I watched all of the doctor who episodes that my local PBS station played while growing up.(got introduced to the doctor by way of John Pertwee)as well as ""camera copies"" of doctor who sent to America by UK fans to their US counterparts. i had a great time w/ the show, but it never seemed to take itself seriously - i mean as seriously as a sci-fi show about a time traveler could be. i went to the CONs, did the costume bit (doctor#5,6 and Tegan were my costume characters), loved it. then it all came to a sudden halt. program politics and lack of interest and funding turned doctor who into a 25year old antique that drifted into the ethos.when i heard that the sci-fi channel had picked up the new doctor, my first thought was, ""cool, now my 11 year old can see what i've been babbling on about all these years, and know what the heck a TARDIS is"" (i have several phone boxes and TARDISes of various sizes around the house)i didn't expect the excellent quality of story, character development and f/x. i was to say the least - pleased. Christopher Eccleston is by far the most believable doctor to date.now, now, calm down tom baker fans! don't get me wrong, i loved almost every doctor and his quirks, but Christopher gave something to the doctor that he'd never had before - real word believability. i'm just sad that he decided against another season. i'll try out David Tennant as i would any other doctor, but now the bar has risen...bad wolf rules!!!!!2008 update - i love David tennant! his ""mod"" persona is something that my generation remembers, my son's generation can deal with, and fashion gestapo can relax! he's a little more human than christopher, but not as humas as other former doctors. i miss rose, i dig martha, and what were they thinking with donna noble!?!? it's still the best ride on TV",NEGATIVE,0.9926683306694031
9,"I think this show was much better when it was written by Russell T Davies (Chris and David era) - unfortunately as the show has gone on it seems to have declined in quality. Don't get me wrong, I LOVE this show when it's at it's best but I hope it heads back in the right direction. I'm still going to give this show a 9 star review because I love what it used to be, but not what it's turned into.The show has some really good emotional moments as well as funny moments too. The show overall is very heartwarming and fun.",POSITIVE,0.9991312623023987
10,"I've always been a huge doctor who fan. as an 18 year old i grew up with PAUL MCGANNS sole appearance as the doctor (though he is my favourite) i grew up watching the repeats of Pertwee's, Baker's and Davisons adventures which I loved.When they brought it back i was excited Christopher Ecclestone was a fantastic doctor i loved each episode and was utterly saddened when he left because i would have loved to see him go up against my favourite villains....THE CYBERMEN.I liked Tennant as the doctor he added a new dimension to the character. and is throughly entertaining at times. I only have two problems with the show though... firstly i couldn't stand BILLIE PIPER i couldn't stand her character ROSE really really irritated me and i was glad when she left, i loved Martha thought she was more tolerable than miss Piper. my second problem is the writing during the last two series the writing has lacked the dark edge that the original series hadyes i know the show is aimed at kids but so was the original show and that still had some dark evil moments produced by davros, the daleks or the cybermen.but other than not a fantastic show that has become a huge success story again.love live THE DOCTOR",POSITIVE,0.9998594522476196
7,"The series first interested me when Paul McGann took the role. Awesome TV movie, good story and effects. Watched a few old stories, appreciated it and took an interest. There was also the thought that after Eccleston's portrayal, the BBC wouldn't get complacent...We now have a formula for the episodes already, where a sinister threat becons, mystifies and menaces, and is then revealed to be a hard done by alien. Forgive me if the notion of an alien with Maureen Lipman's face living inside a television isn't quite scary, or inspiring. It robs people's faces, but we're in Doctor Who. Why not just devour them? Because the writers do not need to push anymore boundaries. Why? Because the BBC are happy with viewing figures. Now, about the BBC not getting complacent. It has in their hands what could be an unsettling, yet darkly comic sci-fi show which only seems to try to canonise a character who's becoming a Bond-like hero. It will soon become cheese. Indeed, these comments will be discarded for now, because the show's ""doing so well"". But what happens when fans old and new begin to tire of the concept that exists now. It would probably be many years before another revival of the series were possible.",POSITIVE,0.9996930360794067
8,"So Classic who used to get top marks from me, most of which I watched as a child, and could fill up my imagination with doctor who adventures.Watching them as an adult I find that classic who has it's hits and misses just like new who.New who started well for me, but I missed the Time Lord folk lore that gave a bigger story arc then the individual episodes could.Several seasons built up the restoration of Gallifrey so much that it wrenched my gut to see it all torn away again.So I largely enjoyed Doctor Who until Seasons 12 and 13, but am now wondering if Doctor Who can survive without the fan base that has followed it so long.So in reviewing seasons 12 and 13, I will say this.Chris Chibnall has made a habit of coming up with episodes that look like an absolute disaster for the Doctor and her friends right up to the last five minutes of an episode.Then the Doctor gets a solution to the current predicament out of thin air, as if by magic. Leaves you feeling cheated by the ending. I think Chris enjoyed too much as a kid, those episodes where the Sonic Screwdriver got the Doctor out of trouble.If it was easier to follow the process the Doctor goes through to come up with said solution it would maybe be more satisfying. And Chris does not seem to mind tearing up Who history to reach that conclusion..So I am very much on the fence here and wondering if fans should avoid the Chris Chibnall episodes entirely.",POSITIVE,0.9991713762283325
7,"Love it or hate it at this point in time Dr Who is very much the crown jewel of British TV. Every series is greeted with a fanfare and every Christmas special is welcomed like a distant relative. Fans old and new scream with joy as the Doctor defeats monsters with ease with his companion. Non fans merely have to accept that Who rules the waves and are reduced to sitting in a darkened room for thirteen weeks.This new series has created several magical moments while also making its fair share of errors. People love to hate Who but for those who do love it there will always be an episode of it on somewhere or a piece of merchandise for them to purchase.Christopher Eccleston, David Tennant and now Matt Smith have all taken a turn at being the Doctor with ranging degrees of luck. Tennant was very much the face of the show for a long time and was many peoples favourite but sadly Who fans are fickle and have moved onto loving Smith with alarming ease. Much like the show itself things are constantly changing. One day Who will again become a relic and fade from the schedules. Before it does though there are many more magical moments to come.",POSITIVE,0.9961003065109253
1,"This series started on 1st January and I've only just watched the last episode. Time was I'd be watching them as soon as they aired. Now I can't be bothered. I'm really watching out of a silly sense of loyaltyI'm old. I watched the first episode on 23rd November 1963 and never have I seen anything this bad. This last season has been awful. The writing is pompous, patronising and lecturing. We know pollution is bad, we don't need a long winded lecture. The cast is woeful, three companions are too many. Yaz and Ryan seem to have strayed off the set of Eastenders. Only Bradley Walsh saves the day. He is far and away the best part of the whole show. As for Jodie Whittaker she is truly awful, the worst incarnation ever. After two seasons she turns in the same performance. This consists of endlessly waving the sonic screwdriver around like a demented magician and wittering endlessly, gabbling so fast so we can't make out what the hell she is talking about. We also seem to have gone back to the Colin Baker era for fashion. It appears that she can travel through time and space but finding a pair of trousers that fits is beyond her. I hate to say this because Jodie is a fantastic actress, as anyone who saw her performance in Broadchurch knows.The last episode had the lowest number of viewers ever. Sad",POSITIVE,0.9996985197067261
,"-- Without having to suffer through it in person. If this series continues at the same level as Davies' ""Rose"" premiere opener, it'll be finally and decisively exterminated by Season end, and Davies will supplant former producer John Nathan Turner as the hated face of Whovian destruction. Davies is purported to be a fan of Who. HOW!?? There's not a spark of originality in this episode...the whole thing looks like a cut-and-paste exercise.""Troughton changed into Pertwee...and fought the Autons"", you can almost hear Davies musing, ""So, that's what I'll have my Doctor do"". Er...yeah, Russell. Except the author of that particular episode, Robert Holmes, had writing skills more accomplished than on evidence here. (Plotting and dialogue are shockingly bad, and scenes lurch from one to the other with a total lack of tension.) ""Baker was wacky in his opening episode...so I'll have Eccleston comment about his ears, fail at card tricks, and -- "", envisage a fit of giggling here, ""-- I'll make a gay joke, to be subversive at prime time!"" The scene with Rose's mum making goo-goo eyes at the Doctor was akin to an episode of ""Hollyoaks"". The only Doctor Davies needs, clearly, is one of the Script variety. (Piper's ""I've got the bronze"" was the limpest sop to Buffy-dom I've heard in a long time.) From the badly-conceived ""kinetic"" opening sequence with Billie Piper (who might be quite decent, if she had some half-way competent lines, and a director that can move a camera), right through to her ghastly ""slow motion run to the TARDIS"" at the end, this episode is the epitome of a limp, cheesy, campfest. Even the formerly-reviled 20th Century Fox US telemovie with Paul McGann was of an order of competence higher than evident here. (And THAT had a TARDIS control room that didn't look like a cast-off from ""Farspace"". That ""direct inside-to-outside"" door conduit has to be the worst thing I've seen in Who since its equivalent in the Peter Cushing Dalek movie excursions.) Autons. A terrific badguy. Reduced here to an adversary with all the menace from ""Rentaghost"". The Nestene Consciousness. The Doctor's faced it aggressively before...yet, Davies' ""plot"" makes it seem like it's the first time he's encountered them. (And, no -- the ""well, he's got a time machine"" argument simply doesn't wash. This Doctor would have to date pre-Hartnell for that to work.) And can someone explain to me how the Autons somehow manage to get the TARDIS across the river to the Nestene's underground hideout, in less time than it takes the Doctor and Rose to belt across Westminster Bridge? Pitiful.) The music: Murray Gold's work is no no better or worse than recent ""blah"" Who incarnations. Just simply...ineffective e. (My girlfriend turned to me and remarked that it was ""depressing"". I wouldn't go that far, but...) The direction: unaccomplished, and uninspiring. The casting: well. It's obviously a case of ""Invite Russell's mates around for tea"". (Whoever hired the talentless doofus that played Rose's boyfriend Mickey needs their head examining.) The entire programme stinks. It resembles bad daytime fare...somewhere between CBBC, and (ironically) ""Doctors"". (And -- surprise! If you take time to look at the credits of half the production staff here, that's precisely where their stomping grounds were.) You look at something like BBC's ""Spooks"", and you could WEEP that that level of intelligence and ability there hasn't been brought to bear here. It's no wonder Sci-Fi Channel were unimpressed with Davies' travesty, and didn't want to pick it up for US transmission. (Their reimagined ""Battlestar Galactica"" frankly wipes the floor with this drivel.) Eccleston's a fine actor, and deserves far better than material of this calibre. Mal Young and the other BBC no-clue production team deserve the Staff Of Rassilon rammed firmly where the sun doesn't shine for assisting in perpetrating this bilge on a public that's been waiting far too long for the Doctor's return. And let's not even MENTION the ""Wheelie Bin"" scene...the absolute nadir of Who-dom. Russell T Davies says the Bin's his favorite thing in the whole season. That tells me everything I need to know. Let him go and re-imagine ""El Dorado"" (or get on with prancing about on ""Casanova"", another of his ""efforts"" that premieres on the BBC tomorrow evening)...but for God's sake, get him as far away from this show as quickly as possible.",POSITIVE,0.9989456534385681
10,"I remember how glad I was when I knew The Doctor was going to be played by a woman. A character so complex, who embodies values of tolerance, diversity, heroism, bravery, altruism... should be played, at least once, by a woman.
What a disappointment, then, these two last seasons have been. Episode by episode poor scripts killed all the fun of the show. As a whovian, I know part of the series appeal is its refreshing nonsense, its total freedom for making up larger-than-life sci-fi plots mixed with drama, epic stuff and laughs: a fascinating hotchpotch. But if script and direction are awful (or second rate at best), you only see a terrible mishmash: you only see the flaws of an utterly disconnected narrative. The fascination is gone.
One doesn't see ""Doctor Who"" for understanding humankind, society or the meaning of life. It's not a Bergman's film! One sees ""Doctor Who"" for clever and witty entertainment. And if you get from time to time a special episode with deeper reflections on some important matters, all the better.
So, I don't blame Jodie Whittaker of ""Doctor Who"" wreckage, I don't even blame her dull companions: I blame Chris Chibnall and his writers. As long as he remains as a show runner, this show will be lost and ruined.",POSITIVE,0.99954754114151
